student_id,gender,year_of_study,department,sleep_time,wake_up_time,alarm_usage,morning_productivity,night_productivity,cleanliness_score,room_organization_level,noise_tolerance,study_noise_preference,fan_or_cooler_preference,study_habit,daily_study_hours,food_preference,exam_preparation_style,introvert_extrovert_score,social_frequency,relationship_status,smoking_drinking,workout,gaming,anime,room_stay_duration,career_interest,cult_sports,language
2173,female,1,Metallurgy,4,7,1,7,4,1,5,6,silence,cooler,exam_crammer,1,non_veg,group_study,1,medium,single,0,0,0,0,15,software,cultural,Hindi
2174,male,2,ME,2,7,1,6,8,3,4,3,light_music,cooler,regular,5,non_veg,early_planner,2,low,single,0,0,0,1,18,electronics,both,Multilingual
2175,female,4,Civil,1,8,1,2,3,3,8,4,cafe_noise,cooler,regular,0,non_veg,early_planner,5,high,single,0,0,0,0,8,electronics,cultural,Hindi
2176,female,2,Others,22,9,1,6,10,9,1,6,cafe_noise,cooler,night_before,0,non_veg,early_planner,6,high,single,0,0,1,1,14,mechanical,sports,Hindi
2177,male,3,AI,0,9,1,3,9,2,1,1,silence,cooler,night_before,7,veg,last_minute,2,medium,single,1,1,0,0,19,management,none,Dont Care
2178,male,1,MNC,4,7,1,2,10,1,5,8,light_music,cooler,regular,4,non_veg,group_study,8,medium,single,0,1,0,1,19,software,sports,Hindi
2179,male,2,MNC,1,9,0,2,6,6,0,7,silence,cooler,night_before,1,veg,early_planner,7,medium,committed,1,1,0,0,21,civil,both,English
2180,male,2,MNC,23,10,1,1,6,1,3,3,silence,cooler,exam_crammer,4,veg,group_study,10,medium,committed,0,0,1,0,12,electronics,cultural,Hindi
2181,female,4,Civil,22,7,1,1,6,2,3,7,silence,cooler,regular,2,veg,group_study,8,medium,committed,1,1,0,1,15,robotics,cultural,Dont Care
2182,male,3,MNC,2,10,1,3,10,2,6,7,silence,fan,exam_crammer,1,veg,last_minute,6,medium,single,0,0,0,0,8,civil,cultural,Dont Care
2183,female,4,Metallurgy,2,8,1,1,1,3,1,4,cafe_noise,cooler,exam_crammer,4,non_veg,early_planner,10,medium,single,0,0,1,1,9,electronics,cultural,English
2184,male,1,ECE,22,7,0,7,9,2,10,4,cafe_noise,cooler,exam_crammer,4,non_veg,group_study,9,low,committed,0,0,0,0,9,electronics,cultural,Telugu
2185,female,3,Metallurgy,2,10,1,8,1,8,8,5,light_music,fan,night_before,5,veg,early_planner,3,low,single,0,1,0,0,16,software,none,Multilingual
2186,male,2,MNC,1,5,1,1,5,0,5,7,cafe_noise,cooler,night_before,4,non_veg,last_minute,1,medium,committed,0,0,0,0,16,mechanical,sports,Tamil
2187,female,1,ECE,23,5,1,7,7,2,10,10,silence,fan,regular,4,veg,early_planner,8,low,single,0,1,0,1,13,mechanical,sports,Telugu
2188,female,1,Metallurgy,4,9,0,1,7,3,7,8,silence,fan,regular,1,non_veg,last_minute,1,low,single,0,0,1,1,18,management,sports,English
2189,male,2,EEE,0,9,1,3,10,10,2,6,silence,cooler,night_before,3,veg,early_planner,5,low,committed,0,0,1,0,11,mechanical,cultural,Tamil
2190,male,1,ECE,2,8,1,0,10,8,6,6,cafe_noise,cooler,regular,2,veg,last_minute,6,medium,single,0,1,1,0,9,electronics,cultural,Hindi
2191,female,4,MNC,0,7,0,0,0,4,5,1,light_music,fan,night_before,4,veg,early_planner,9,medium,committed,1,1,1,0,10,software,none,Hindi
2192,male,1,Others,4,7,1,9,5,4,8,10,silence,cooler,regular,2,non_veg,early_planner,10,medium,single,0,1,1,0,9,management,cultural,Hindi
2193,male,3,Metallurgy,1,7,0,7,7,6,9,6,cafe_noise,cooler,exam_crammer,5,non_veg,group_study,7,medium,committed,0,0,0,1,11,electronics,sports,Tamil
2194,male,2,ECE,2,7,0,5,9,8,1,9,cafe_noise,cooler,night_before,0,veg,group_study,9,medium,single,0,0,0,0,20,robotics,none,Multilingual
2195,male,4,Civil,22,6,1,2,4,5,2,9,light_music,cooler,night_before,2,veg,early_planner,0,high,committed,0,0,1,0,14,electronics,sports,Dont Care
2196,male,4,EEE,1,7,1,4,9,4,3,9,light_music,cooler,exam_crammer,3,non_veg,group_study,3,high,single,0,0,0,0,13,mechanical,none,Multilingual
2197,female,4,Civil,0,9,1,6,8,9,10,3,cafe_noise,fan,regular,0,veg,last_minute,2,medium,committed,1,0,1,0,12,robotics,sports,Telugu
2198,male,1,ME,3,7,1,4,8,4,10,8,cafe_noise,fan,exam_crammer,0,veg,last_minute,1,high,single,0,0,0,1,14,mechanical,both,Telugu
2199,female,2,Civil,3,9,1,3,7,1,9,3,light_music,fan,night_before,2,non_veg,group_study,5,high,committed,0,0,1,0,17,ai_ml,none,English
2200,male,3,ME,0,6,1,9,6,9,5,9,silence,cooler,regular,6,non_veg,early_planner,9,medium,committed,0,0,1,0,15,civil,both,English
2201,male,3,CSE,3,5,0,1,8,1,9,5,cafe_noise,cooler,night_before,3,veg,group_study,9,medium,single,1,0,0,1,10,civil,sports,English
2202,female,2,EEE,4,9,1,8,9,6,10,10,silence,cooler,night_before,1,veg,last_minute,2,high,committed,0,0,0,0,17,software,none,Multilingual
2203,female,1,ME,3,8,1,10,7,9,6,4,light_music,cooler,regular,1,non_veg,group_study,10,medium,committed,0,1,0,1,11,electronics,sports,Dont Care
2204,female,3,MNC,1,10,1,2,3,2,5,10,light_music,fan,exam_crammer,4,non_veg,last_minute,2,low,single,0,0,0,0,8,software,cultural,Multilingual
2205,female,4,Others,0,6,1,2,8,1,4,7,cafe_noise,fan,night_before,0,non_veg,early_planner,0,high,single,0,0,1,1,8,civil,both,English
2206,female,4,Others,23,7,1,4,9,7,5,1,light_music,cooler,regular,5,veg,early_planner,10,low,committed,0,0,0,1,9,software,cultural,Telugu
2207,male,2,Others,1,10,1,7,1,7,2,7,silence,fan,regular,2,non_veg,last_minute,3,high,committed,0,0,0,0,11,robotics,cultural,Telugu
2208,male,1,Civil,0,8,1,0,2,5,4,10,light_music,fan,night_before,8,veg,last_minute,10,medium,single,0,0,0,0,16,robotics,cultural,English
2209,male,3,EEE,23,9,0,7,10,7,10,9,light_music,fan,night_before,5,non_veg,last_minute,0,high,committed,0,1,0,0,12,electronics,sports,Telugu
2210,male,1,MNC,0,8,1,2,8,2,2,3,light_music,fan,exam_crammer,3,non_veg,last_minute,6,medium,single,1,0,0,1,10,robotics,none,English
2211,male,1,CSE,0,10,1,8,10,5,2,10,light_music,fan,night_before,0,veg,early_planner,6,medium,committed,0,0,0,0,14,electronics,both,Tamil
2212,female,4,Metallurgy,22,10,0,4,8,9,6,1,silence,cooler,night_before,2,veg,last_minute,0,high,committed,0,0,1,1,12,software,none,English
2213,male,3,ME,22,6,0,7,8,9,9,4,silence,cooler,regular,0,veg,early_planner,8,low,single,0,0,1,0,18,software,both,Hindi
2214,male,4,Metallurgy,4,7,1,7,10,7,2,1,cafe_noise,fan,regular,3,non_veg,last_minute,2,medium,single,0,0,1,0,12,civil,cultural,Multilingual
2215,female,4,ECE,4,10,1,1,10,8,10,3,cafe_noise,fan,regular,3,veg,group_study,2,medium,single,0,1,0,1,11,ai_ml,none,Telugu
2216,female,3,EEE,23,7,1,4,6,3,6,10,light_music,fan,night_before,5,veg,last_minute,0,high,single,0,1,0,0,10,robotics,cultural,Hindi
2217,female,2,MNC,0,8,1,0,3,8,0,1,silence,fan,regular,5,veg,group_study,6,medium,single,0,0,0,0,13,mechanical,cultural,Multilingual
2218,female,4,AI,0,8,1,1,9,6,5,5,silence,cooler,regular,5,non_veg,last_minute,5,low,committed,0,0,1,0,15,software,none,Telugu
2219,male,4,Others,23,7,0,6,8,6,1,6,silence,fan,exam_crammer,1,veg,last_minute,0,medium,committed,0,1,0,0,11,mechanical,none,English
2220,female,3,ECE,3,9,1,2,10,7,0,8,cafe_noise,cooler,exam_crammer,0,non_veg,last_minute,8,medium,single,0,0,0,0,11,mechanical,sports,Multilingual
2221,male,2,MNC,4,8,1,6,8,7,10,0,cafe_noise,cooler,exam_crammer,1,non_veg,group_study,6,medium,committed,0,0,1,0,11,electronics,cultural,Dont Care
2222,female,2,Civil,1,8,1,1,7,0,3,8,light_music,cooler,night_before,5,veg,early_planner,4,high,committed,0,0,1,1,17,software,both,Telugu
2223,female,3,ECE,0,7,0,4,7,10,1,5,light_music,cooler,exam_crammer,2,non_veg,group_study,9,medium,committed,0,0,1,1,14,mechanical,both,English
2224,female,4,Metallurgy,22,10,1,0,8,10,1,8,cafe_noise,cooler,night_before,5,non_veg,last_minute,10,high,committed,0,0,0,0,13,civil,sports,English
2225,male,3,Metallurgy,1,10,0,4,10,4,10,2,cafe_noise,fan,night_before,4,non_veg,early_planner,1,medium,single,0,0,0,1,9,management,cultural,English
2226,female,3,Others,23,5,1,0,7,0,3,1,light_music,cooler,night_before,4,veg,group_study,7,medium,single,0,0,1,0,18,electronics,both,English
2227,female,4,Others,4,8,1,9,6,4,2,1,cafe_noise,fan,night_before,5,non_veg,group_study,3,medium,single,1,0,0,0,8,mechanical,both,Telugu
2228,female,2,CSE,4,9,1,3,6,2,3,1,silence,cooler,exam_crammer,5,veg,early_planner,3,high,committed,0,1,0,0,13,mechanical,cultural,English
2229,male,2,EEE,0,5,1,6,8,5,6,6,cafe_noise,fan,exam_crammer,4,veg,group_study,7,medium,single,0,0,1,0,15,robotics,both,Telugu
2230,female,3,ECE,1,9,1,4,9,10,0,8,cafe_noise,fan,night_before,0,veg,group_study,0,high,committed,0,1,0,0,14,electronics,sports,Tamil
2231,male,1,Metallurgy,1,9,1,1,9,5,5,7,light_music,fan,regular,3,non_veg,last_minute,8,low,committed,1,0,0,0,16,management,cultural,English
2232,female,2,AI,23,7,0,9,8,0,4,3,silence,cooler,exam_crammer,3,non_veg,last_minute,2,medium,single,0,0,0,0,8,management,cultural,Multilingual
2233,female,3,ECE,4,9,0,4,7,7,0,3,cafe_noise,cooler,regular,5,non_veg,early_planner,3,medium,single,0,0,0,0,8,mechanical,none,English
2234,male,2,AI,4,7,1,8,10,3,10,5,light_music,fan,exam_crammer,3,veg,early_planner,0,medium,committed,0,0,0,1,13,management,cultural,Telugu
2235,female,4,CSE,2,8,1,4,6,0,4,3,cafe_noise,cooler,night_before,2,non_veg,group_study,3,high,committed,1,0,1,1,15,civil,cultural,Tamil
2236,female,4,CSE,0,9,1,8,8,10,10,9,silence,cooler,exam_crammer,5,veg,early_planner,1,medium,single,0,0,0,1,15,management,none,Multilingual
2237,female,3,EEE,1,8,1,4,8,3,10,2,light_music,cooler,exam_crammer,2,veg,early_planner,5,high,single,0,0,0,0,19,ai_ml,both,Tamil
2238,female,3,Civil,1,8,0,1,10,3,2,1,cafe_noise,cooler,exam_crammer,3,non_veg,early_planner,9,high,committed,0,0,1,0,9,electronics,sports,Tamil
2239,male,1,Civil,2,9,1,5,7,10,3,7,silence,fan,regular,3,non_veg,early_planner,5,low,single,0,0,0,1,12,ai_ml,both,Dont Care
2240,female,4,ECE,23,9,0,5,3,2,1,3,light_music,fan,exam_crammer,2,non_veg,group_study,0,low,single,0,0,0,1,16,mechanical,none,Dont Care
2241,female,2,Metallurgy,4,8,1,2,9,6,1,0,silence,cooler,night_before,6,veg,early_planner,0,low,single,0,0,0,0,9,robotics,cultural,English
2242,female,2,Civil,0,9,1,4,1,8,1,9,cafe_noise,fan,exam_crammer,4,veg,group_study,1,high,single,0,0,1,1,8,civil,sports,Dont Care
2243,female,1,ECE,1,8,1,2,8,9,5,0,light_music,cooler,exam_crammer,0,non_veg,early_planner,3,high,single,0,0,0,1,13,management,sports,Dont Care
2244,male,3,AI,0,7,0,7,10,3,7,6,cafe_noise,fan,exam_crammer,1,veg,last_minute,6,medium,committed,0,0,1,0,17,mechanical,both,Telugu
2245,female,1,CSE,1,7,1,1,10,4,10,10,light_music,fan,night_before,1,veg,group_study,7,high,single,1,0,1,0,14,management,none,Hindi
2246,male,1,EEE,1,7,1,8,8,7,4,6,light_music,cooler,exam_crammer,4,veg,group_study,7,low,single,0,1,1,0,16,software,sports,Tamil
2247,female,4,Civil,0,6,1,3,10,7,8,8,light_music,cooler,exam_crammer,1,non_veg,early_planner,7,low,committed,0,0,1,0,9,robotics,both,Telugu
2248,male,4,AI,1,8,1,0,8,1,6,9,light_music,cooler,regular,0,non_veg,group_study,5,medium,single,1,0,1,0,13,mechanical,both,English
2249,male,2,AI,0,10,1,7,3,2,0,8,cafe_noise,fan,regular,1,non_veg,group_study,1,high,single,0,0,1,1,8,ai_ml,cultural,Multilingual
2250,male,4,Civil,0,9,1,1,8,6,5,4,light_music,cooler,regular,2,non_veg,early_planner,5,medium,single,1,0,0,0,16,management,none,English
2251,female,2,MNC,1,8,1,8,2,4,4,0,cafe_noise,fan,exam_crammer,7,non_veg,last_minute,6,low,single,0,0,0,0,19,management,none,Multilingual
2252,male,2,Others,23,7,0,6,8,6,9,7,cafe_noise,fan,exam_crammer,4,veg,group_study,9,high,committed,0,0,0,0,15,civil,none,Tamil
2253,male,1,Metallurgy,22,7,0,3,10,10,10,5,cafe_noise,fan,regular,1,veg,last_minute,1,high,committed,0,0,1,0,17,electronics,cultural,Dont Care
2254,female,2,Civil,23,9,1,0,8,9,7,3,light_music,fan,night_before,4,veg,early_planner,7,medium,single,0,1,0,1,8,software,sports,Telugu
2255,male,1,ME,3,9,1,9,8,4,6,3,light_music,fan,regular,0,non_veg,last_minute,6,high,single,0,0,1,0,15,management,cultural,Hindi
2256,female,2,Others,1,9,1,4,7,0,3,9,silence,fan,exam_crammer,3,veg,group_study,6,medium,single,0,0,0,0,18,management,sports,Tamil
2257,female,2,MNC,0,9,1,10,7,0,6,2,silence,fan,night_before,4,veg,group_study,0,low,single,0,0,0,1,12,robotics,both,Hindi
2258,female,4,AI,2,10,1,9,9,0,2,4,silence,fan,exam_crammer,3,veg,early_planner,3,high,committed,1,0,0,0,11,software,none,Dont Care
2259,male,1,MNC,3,10,1,10,7,0,5,8,silence,cooler,regular,1,veg,early_planner,6,low,single,0,0,0,0,13,management,none,Hindi
2260,male,4,MNC,22,10,1,2,7,1,0,6,cafe_noise,cooler,night_before,5,non_veg,last_minute,10,medium,single,0,0,0,0,8,robotics,both,Dont Care
2261,male,1,MNC,4,7,1,9,8,1,10,4,silence,cooler,night_before,3,non_veg,last_minute,6,medium,single,0,0,0,0,15,software,sports,Dont Care
2262,male,2,Others,3,8,1,1,0,6,10,5,light_music,fan,exam_crammer,4,non_veg,group_study,0,high,single,1,1,0,0,15,civil,cultural,English
2263,female,2,CSE,23,10,1,10,7,7,1,8,light_music,cooler,night_before,0,veg,early_planner,7,medium,single,0,0,0,1,9,ai_ml,none,Telugu
2264,female,4,CSE,4,9,0,10,8,6,4,7,cafe_noise,fan,regular,2,non_veg,early_planner,6,high,single,0,0,0,0,14,management,sports,Tamil
2265,female,2,ME,0,10,1,0,10,1,5,7,light_music,cooler,regular,0,non_veg,early_planner,5,low,single,0,0,1,0,13,ai_ml,sports,Hindi
2266,male,3,Civil,4,6,0,10,9,4,1,9,light_music,fan,regular,4,non_veg,early_planner,0,high,single,0,0,0,0,11,mechanical,both,Dont Care
2267,female,4,MNC,3,8,1,9,8,2,8,0,cafe_noise,cooler,regular,2,non_veg,group_study,9,high,committed,0,1,0,1,16,robotics,cultural,Hindi
2268,female,1,ECE,1,7,1,2,5,9,10,0,cafe_noise,fan,exam_crammer,0,non_veg,early_planner,10,medium,single,0,0,0,0,8,robotics,both,Tamil
2269,female,3,ECE,1,5,1,0,6,9,4,1,light_music,fan,exam_crammer,6,non_veg,early_planner,1,high,single,0,0,0,0,9,robotics,sports,Tamil
2270,male,3,MNC,1,5,1,5,10,3,0,1,silence,fan,regular,0,veg,early_planner,6,high,single,0,0,0,0,9,robotics,none,Dont Care
2271,male,1,Civil,1,7,0,8,1,8,3,8,cafe_noise,cooler,regular,1,veg,early_planner,2,low,single,0,0,0,1,21,mechanical,cultural,Dont Care
2272,female,1,ME,23,5,1,4,10,10,2,9,cafe_noise,fan,regular,5,non_veg,group_study,7,medium,committed,0,1,0,1,11,electronics,none,Hindi
2273,male,3,EEE,23,5,1,6,7,0,6,4,cafe_noise,fan,night_before,3,veg,early_planner,8,low,committed,0,1,0,0,17,mechanical,none,Hindi
2274,female,2,ME,22,9,1,7,0,6,4,9,light_music,fan,regular,1,non_veg,group_study,2,high,single,0,0,1,0,17,mechanical,both,English
2275,male,1,AI,4,9,1,4,3,0,7,10,light_music,cooler,night_before,5,non_veg,group_study,7,low,committed,0,0,1,0,15,ai_ml,cultural,Multilingual
2276,male,2,AI,3,7,1,2,10,1,2,9,silence,cooler,exam_crammer,4,veg,last_minute,10,high,single,0,0,0,1,11,electronics,both,Telugu
2277,male,2,Civil,2,7,1,3,10,1,10,9,silence,fan,exam_crammer,4,veg,early_planner,7,medium,single,0,1,0,0,16,mechanical,cultural,Telugu
2278,male,3,ME,1,9,1,0,1,10,6,5,silence,cooler,regular,0,veg,group_study,7,high,committed,0,0,0,0,17,civil,sports,English
2279,male,3,Metallurgy,3,8,1,8,9,5,7,7,silence,cooler,regular,2,non_veg,group_study,4,low,single,0,0,1,1,17,ai_ml,none,Tamil
2280,male,3,CSE,23,9,1,4,2,8,2,0,cafe_noise,fan,regular,6,non_veg,group_study,8,high,single,0,0,1,0,9,ai_ml,none,Hindi
2281,male,4,CSE,1,8,1,0,1,7,5,9,cafe_noise,cooler,exam_crammer,2,non_veg,early_planner,4,medium,single,0,1,0,1,14,civil,cultural,Dont Care
2282,female,1,AI,1,9,1,6,7,2,7,7,cafe_noise,cooler,night_before,0,veg,last_minute,6,medium,single,0,0,0,1,15,ai_ml,cultural,Hindi
2283,male,1,AI,2,7,1,6,9,9,6,7,cafe_noise,fan,regular,8,veg,group_study,6,low,committed,1,0,1,0,10,electronics,none,Multilingual
2284,female,3,MNC,3,7,1,5,9,3,3,1,light_music,cooler,exam_crammer,4,veg,last_minute,1,high,single,0,0,0,0,12,ai_ml,both,English
2285,female,3,EEE,1,5,1,6,8,0,6,8,silence,cooler,night_before,1,non_veg,group_study,10,high,committed,0,0,0,1,19,civil,sports,Tamil
2286,male,2,Others,0,7,1,3,6,7,0,3,light_music,fan,exam_crammer,1,veg,early_planner,6,medium,committed,0,0,1,0,20,software,cultural,English
2287,female,3,CSE,2,9,0,2,8,7,1,1,light_music,fan,exam_crammer,4,non_veg,early_planner,3,low,committed,0,0,1,0,17,mechanical,cultural,Hindi
2288,female,1,ME,23,9,1,4,10,5,9,9,silence,fan,exam_crammer,3,non_veg,group_study,3,low,single,1,1,0,1,15,civil,cultural,Tamil
2289,female,1,EEE,1,8,1,2,6,1,5,9,cafe_noise,fan,exam_crammer,3,veg,early_planner,2,high,single,1,0,0,0,13,management,sports,Hindi
2290,female,4,ECE,23,8,0,6,7,4,0,9,cafe_noise,cooler,exam_crammer,3,veg,group_study,2,medium,single,0,1,1,0,16,management,both,Tamil
2291,female,2,CSE,4,7,1,2,10,1,9,1,light_music,fan,exam_crammer,4,veg,last_minute,3,medium,single,1,0,0,0,15,robotics,both,Tamil
2292,female,3,Metallurgy,0,7,1,8,7,4,8,10,light_music,cooler,regular,3,non_veg,last_minute,0,medium,committed,0,0,1,0,13,management,cultural,Multilingual
2293,female,2,EEE,0,7,0,4,8,6,2,4,cafe_noise,cooler,exam_crammer,5,non_veg,group_study,8,medium,single,0,1,0,0,10,electronics,none,Dont Care
2294,male,3,ME,22,10,1,7,7,9,5,4,light_music,cooler,regular,5,non_veg,last_minute,5,high,committed,0,0,0,1,13,robotics,cultural,Tamil
2295,male,4,Metallurgy,23,10,0,1,9,3,7,8,cafe_noise,fan,exam_crammer,4,non_veg,early_planner,5,medium,single,0,0,1,1,18,civil,both,Telugu
2296,female,1,Others,23,9,1,0,9,0,5,9,light_music,fan,regular,4,non_veg,early_planner,6,medium,single,0,1,0,1,9,mechanical,both,Telugu
2297,male,3,Metallurgy,4,7,1,3,10,2,8,1,silence,fan,regular,2,non_veg,early_planner,8,medium,committed,0,0,0,0,13,mechanical,sports,Multilingual
2298,male,1,Civil,1,9,1,1,7,6,10,2,cafe_noise,fan,night_before,2,non_veg,last_minute,0,medium,single,1,0,1,0,15,software,cultural,Hindi
2299,female,3,MNC,1,8,0,2,8,9,9,1,light_music,fan,exam_crammer,4,veg,last_minute,5,low,single,1,0,0,0,13,management,none,Telugu
2300,female,1,MNC,0,10,1,3,10,3,0,0,silence,fan,regular,1,veg,last_minute,2,high,single,1,0,0,0,10,ai_ml,sports,Dont Care
2301,male,2,Others,1,7,1,3,6,1,6,10,silence,cooler,night_before,5,non_veg,group_study,1,low,committed,0,1,1,1,11,mechanical,cultural,Dont Care
2302,female,4,Civil,1,5,1,9,7,10,0,1,light_music,cooler,exam_crammer,7,veg,early_planner,8,medium,committed,0,1,1,0,17,mechanical,both,Hindi
2303,female,2,ECE,2,9,1,10,3,7,5,10,silence,cooler,night_before,3,veg,early_planner,8,low,committed,0,0,0,0,11,software,both,Multilingual
2304,male,3,MNC,22,7,1,3,6,4,0,6,cafe_noise,cooler,night_before,5,veg,early_planner,5,high,single,0,1,0,0,14,management,both,Multilingual
2305,male,3,EEE,22,8,1,0,7,5,4,9,silence,cooler,night_before,3,non_veg,early_planner,6,medium,single,0,0,1,0,17,ai_ml,both,Hindi
2306,female,2,CSE,23,8,1,9,9,3,8,9,light_music,cooler,exam_crammer,8,veg,group_study,6,medium,committed,0,1,0,1,15,mechanical,sports,English
2307,female,1,Metallurgy,1,7,1,0,9,6,4,3,silence,cooler,exam_crammer,4,non_veg,last_minute,8,low,committed,0,0,1,0,11,civil,both,Tamil
2308,female,1,AI,4,10,0,2,7,9,2,2,light_music,cooler,regular,0,non_veg,last_minute,7,medium,committed,0,1,0,0,10,software,sports,Multilingual
2309,female,4,CSE,0,5,1,1,7,1,0,3,light_music,cooler,regular,2,non_veg,early_planner,0,high,committed,0,0,0,1,21,robotics,none,Tamil
2310,male,2,Civil,1,10,1,7,6,0,2,7,light_music,fan,regular,9,non_veg,group_study,6,high,single,0,0,0,0,15,management,cultural,Telugu
2311,male,1,AI,22,5,0,10,9,4,10,3,silence,cooler,exam_crammer,1,non_veg,group_study,9,high,single,0,1,0,1,19,civil,both,Dont Care
2312,male,2,ME,1,10,1,8,6,1,2,8,cafe_noise,cooler,night_before,5,veg,early_planner,3,high,single,0,0,0,0,13,electronics,cultural,Multilingual
2313,female,3,ECE,1,7,0,7,8,9,1,5,silence,fan,exam_crammer,6,veg,group_study,2,low,single,0,1,0,0,16,ai_ml,cultural,Dont Care
2314,female,4,CSE,2,7,1,0,7,6,10,5,cafe_noise,fan,exam_crammer,5,non_veg,last_minute,1,high,committed,1,0,0,0,17,mechanical,none,English
2315,female,1,MNC,0,9,0,2,0,10,9,3,silence,cooler,exam_crammer,4,veg,last_minute,0,medium,committed,0,0,0,0,8,mechanical,none,Telugu
2316,male,2,MNC,1,9,1,1,7,8,9,7,light_music,cooler,regular,4,non_veg,group_study,9,high,committed,1,1,1,1,21,civil,none,Multilingual
2317,male,2,Others,3,6,1,0,8,6,9,8,cafe_noise,cooler,regular,4,non_veg,group_study,4,medium,single,0,0,1,1,10,ai_ml,cultural,Hindi
2318,male,4,ME,3,9,1,1,10,2,1,9,light_music,fan,regular,5,veg,early_planner,3,high,single,0,0,1,0,15,software,both,Hindi
2319,female,1,CSE,1,6,1,8,8,9,4,0,light_music,fan,exam_crammer,9,non_veg,group_study,2,medium,committed,0,1,1,0,16,robotics,both,English
2320,male,3,EEE,3,6,1,4,6,2,5,1,light_music,cooler,exam_crammer,0,non_veg,group_study,2,high,committed,0,0,0,0,9,ai_ml,both,Hindi
2321,female,3,Civil,4,6,1,2,6,9,10,1,light_music,cooler,regular,5,veg,early_planner,4,low,single,0,0,1,0,11,civil,both,Hindi
2322,male,3,ME,1,6,1,8,7,5,1,7,silence,fan,regular,3,non_veg,last_minute,3,medium,committed,0,0,1,0,18,mechanical,sports,Multilingual
2323,female,4,Others,0,8,1,5,9,5,10,1,silence,fan,night_before,5,veg,last_minute,3,medium,single,1,0,0,0,12,civil,sports,Hindi
2324,male,3,EEE,3,10,0,5,10,10,10,7,cafe_noise,cooler,regular,4,non_veg,early_planner,8,medium,committed,0,0,0,0,11,mechanical,sports,Hindi
2325,male,3,Others,1,6,1,5,7,6,8,9,cafe_noise,cooler,night_before,2,veg,group_study,6,medium,committed,0,1,0,0,14,mechanical,cultural,Tamil
2326,female,1,ECE,4,8,1,2,3,1,9,6,cafe_noise,fan,exam_crammer,5,veg,early_planner,5,medium,single,1,0,0,0,17,civil,both,Tamil
2327,female,2,Others,1,10,1,9,7,0,4,6,cafe_noise,fan,night_before,1,non_veg,early_planner,1,medium,single,1,1,0,0,17,ai_ml,sports,Multilingual
2328,female,4,EEE,0,10,1,7,6,0,3,9,light_music,cooler,exam_crammer,4,veg,early_planner,6,medium,single,0,0,0,0,15,civil,cultural,Hindi
2329,female,4,Others,23,9,1,3,8,2,5,9,light_music,cooler,exam_crammer,3,non_veg,last_minute,9,medium,single,0,0,0,0,13,mechanical,sports,Multilingual
2330,male,1,ECE,1,10,0,10,9,4,9,10,light_music,fan,regular,6,non_veg,group_study,7,medium,single,0,0,0,0,15,ai_ml,cultural,Multilingual
2331,male,2,ECE,23,10,1,9,6,8,8,6,silence,cooler,night_before,2,veg,last_minute,6,high,single,0,0,0,0,14,civil,none,English
2332,female,2,AI,0,9,1,7,6,3,9,7,light_music,fan,regular,4,non_veg,group_study,1,medium,committed,0,1,0,1,16,mechanical,cultural,Multilingual
2333,female,1,EEE,3,5,0,5,9,5,6,9,silence,cooler,exam_crammer,7,non_veg,last_minute,6,high,single,0,1,1,0,8,robotics,sports,Hindi
2334,female,3,ME,23,6,1,5,7,3,10,9,cafe_noise,cooler,regular,0,veg,group_study,10,high,committed,0,1,1,0,9,robotics,none,English
2335,male,3,Civil,4,10,1,9,5,1,3,10,light_music,cooler,regular,5,non_veg,last_minute,8,low,single,0,1,0,0,15,civil,both,Multilingual
2336,female,3,MNC,4,6,1,6,6,1,2,0,cafe_noise,fan,regular,0,non_veg,group_study,9,low,single,0,1,0,0,10,ai_ml,both,Telugu
2337,male,4,EEE,1,10,0,1,8,8,0,4,light_music,cooler,night_before,5,non_veg,group_study,4,medium,committed,0,0,0,1,16,electronics,sports,Tamil
2338,male,4,MNC,0,5,1,0,10,3,0,7,silence,fan,regular,5,non_veg,early_planner,6,high,single,1,1,0,0,13,civil,cultural,Hindi
2339,female,1,Others,22,8,0,1,0,1,1,2,silence,fan,exam_crammer,6,non_veg,last_minute,8,medium,single,0,1,1,0,11,robotics,cultural,Hindi
2340,female,1,Others,1,9,0,1,3,4,10,6,cafe_noise,cooler,regular,2,non_veg,early_planner,0,high,single,0,0,0,0,14,robotics,both,Multilingual
2341,male,1,Civil,3,5,1,7,6,9,8,7,cafe_noise,fan,night_before,3,non_veg,last_minute,6,low,single,0,0,1,0,20,management,cultural,Telugu
2342,male,1,Others,2,9,1,0,9,9,10,8,silence,cooler,regular,3,non_veg,group_study,3,low,single,0,0,0,0,13,electronics,cultural,Hindi
2343,female,1,Metallurgy,1,6,0,7,8,1,9,4,cafe_noise,fan,exam_crammer,4,non_veg,last_minute,9,medium,committed,0,0,0,0,19,robotics,sports,Tamil
2344,male,3,ME,2,7,0,4,8,9,4,8,cafe_noise,cooler,night_before,0,veg,early_planner,5,low,committed,0,0,1,0,13,software,sports,Multilingual
2345,female,4,Others,1,8,1,1,4,10,2,0,light_music,fan,night_before,3,veg,group_study,4,medium,single,0,0,0,0,20,robotics,sports,English
2346,male,4,ECE,0,8,1,2,3,10,10,1,light_music,fan,regular,1,non_veg,last_minute,9,high,committed,0,0,1,1,14,software,sports,Dont Care
