student_id,gender,year_of_study,department,sleep_time,wake_up_time,alarm_usage,morning_productivity,night_productivity,cleanliness_score,room_organization_level,noise_tolerance,study_noise_preference,fan_or_cooler_preference,study_habit,daily_study_hours,food_preference,exam_preparation_style,introvert_extrovert_score,social_frequency,relationship_status,smoking_drinking,workout,gaming,anime,room_stay_duration,career_interest,cult_sports,language
1174,female,3,AI,1,10,1,0,10,9,8,0,silence,fan,regular,2,non_veg,early_planner,2,medium,single,1,0,0,0,8,software,none,Telugu
1175,female,1,Civil,22,5,1,9,2,0,2,8,cafe_noise,fan,regular,4,veg,last_minute,3,low,committed,0,1,0,0,13,electronics,cultural,Dont Care
1176,female,3,ECE,1,10,1,2,8,7,7,3,cafe_noise,cooler,night_before,4,non_veg,early_planner,5,high,single,0,0,1,0,15,robotics,sports,English
1177,male,3,Civil,22,10,1,1,0,4,3,10,light_music,fan,night_before,2,non_veg,early_planner,10,medium,single,0,0,0,0,15,robotics,sports,Tamil
1178,male,4,MNC,4,6,0,9,9,6,6,8,silence,cooler,regular,4,non_veg,early_planner,6,low,single,0,1,0,1,10,robotics,both,Dont Care
1179,male,3,ME,22,9,1,4,9,7,5,7,light_music,cooler,exam_crammer,5,non_veg,last_minute,3,low,single,0,0,0,0,17,ai_ml,sports,Multilingual
1180,male,3,MNC,1,7,0,7,6,4,4,2,light_music,fan,regular,4,veg,early_planner,3,medium,single,0,1,0,0,14,management,none,Tamil
1181,male,2,Civil,1,7,0,8,7,7,7,2,light_music,fan,exam_crammer,1,veg,early_planner,6,high,committed,0,0,1,1,19,management,both,English
1182,male,4,MNC,1,8,0,2,10,9,7,8,cafe_noise,cooler,regular,3,veg,early_planner,5,low,single,0,0,0,0,11,mechanical,both,Hindi
1183,female,4,CSE,1,9,1,2,6,10,9,2,cafe_noise,fan,regular,5,non_veg,group_study,10,high,committed,0,0,0,0,12,ai_ml,sports,Dont Care
1184,male,4,Others,4,7,1,6,8,7,7,3,silence,fan,regular,5,veg,early_planner,7,low,single,0,0,1,0,17,mechanical,both,Tamil
1185,male,4,CSE,0,7,1,10,9,8,9,8,cafe_noise,cooler,night_before,0,veg,last_minute,0,medium,committed,1,0,1,0,14,civil,none,Dont Care
1186,male,4,Metallurgy,1,10,1,0,7,1,1,3,silence,fan,exam_crammer,1,non_veg,last_minute,9,medium,single,0,0,1,1,13,mechanical,none,Multilingual
1187,female,4,MNC,1,7,1,8,8,2,1,10,light_music,cooler,exam_crammer,3,non_veg,group_study,10,high,single,1,0,0,1,9,mechanical,cultural,Dont Care
1188,male,1,Metallurgy,0,7,1,9,10,0,0,2,light_music,cooler,regular,3,non_veg,last_minute,6,high,committed,0,0,0,0,9,electronics,none,Tamil
1189,male,3,AI,4,7,1,10,10,3,2,6,cafe_noise,fan,night_before,3,veg,last_minute,6,low,committed,1,1,1,0,13,robotics,cultural,Telugu
1190,female,4,EEE,1,8,0,2,6,4,6,5,cafe_noise,cooler,night_before,1,non_veg,group_study,10,medium,committed,0,0,1,1,19,management,both,Tamil
1191,male,3,AI,2,7,1,9,6,10,10,0,silence,cooler,exam_crammer,1,veg,early_planner,6,low,single,0,0,0,1,10,ai_ml,cultural,English
1192,male,3,Civil,2,10,1,4,6,0,0,9,cafe_noise,fan,night_before,1,veg,group_study,6,high,committed,1,0,0,1,10,civil,sports,Tamil
1193,male,1,Others,23,8,0,0,8,7,5,7,cafe_noise,cooler,exam_crammer,5,veg,early_planner,9,high,committed,0,0,0,0,13,ai_ml,cultural,Multilingual
1194,male,4,MNC,0,9,1,5,6,1,1,0,cafe_noise,fan,exam_crammer,3,veg,early_planner,9,high,committed,1,0,1,0,12,management,sports,Tamil
1195,male,2,ECE,3,7,1,6,6,0,1,3,light_music,cooler,exam_crammer,4,veg,last_minute,7,medium,single,0,0,0,1,11,electronics,both,Tamil
1196,female,1,EEE,1,8,0,0,8,1,2,5,cafe_noise,cooler,night_before,4,non_veg,group_study,8,high,single,0,0,0,0,10,mechanical,cultural,Multilingual
1197,female,2,ME,22,7,0,6,10,4,3,5,cafe_noise,cooler,exam_crammer,1,veg,last_minute,8,high,single,0,0,0,0,15,civil,none,Tamil
1198,female,3,ME,0,10,1,1,10,8,6,6,light_music,cooler,exam_crammer,4,veg,last_minute,1,low,committed,0,0,1,0,18,robotics,sports,Multilingual
1199,male,3,ME,1,7,0,10,6,8,10,10,light_music,cooler,regular,6,veg,early_planner,6,low,single,1,1,1,0,12,management,both,English
1200,male,1,MNC,0,8,1,3,8,1,0,4,light_music,cooler,exam_crammer,3,veg,last_minute,6,low,single,0,0,0,0,9,software,none,Multilingual
1201,male,1,ME,1,10,0,2,6,1,0,4,light_music,cooler,exam_crammer,0,veg,group_study,3,high,single,0,0,1,0,15,software,sports,English
1202,female,2,CSE,4,7,0,7,10,2,0,3,cafe_noise,fan,regular,9,non_veg,last_minute,8,high,single,0,0,1,1,19,electronics,both,English
1203,male,4,EEE,22,10,1,2,4,6,5,5,cafe_noise,cooler,regular,4,veg,last_minute,7,low,committed,0,0,0,0,10,robotics,both,Multilingual
1204,male,2,CSE,4,7,1,10,9,10,9,6,cafe_noise,fan,night_before,0,veg,early_planner,0,low,single,0,1,0,1,8,software,none,Tamil
1205,female,1,EEE,22,8,1,4,9,2,2,9,silence,cooler,exam_crammer,4,veg,group_study,1,high,committed,0,0,0,0,17,software,both,Dont Care
1206,male,2,CSE,0,7,1,9,10,0,2,9,light_music,cooler,night_before,1,veg,last_minute,1,low,committed,0,0,1,0,17,management,cultural,Telugu
1207,female,1,EEE,4,10,0,1,9,5,6,0,cafe_noise,fan,night_before,0,non_veg,early_planner,10,medium,committed,0,0,0,1,11,civil,both,Dont Care
1208,female,2,Metallurgy,22,7,1,10,0,2,2,8,cafe_noise,fan,regular,5,veg,last_minute,7,low,committed,0,0,0,0,11,civil,sports,Multilingual
1209,female,1,MNC,1,8,1,0,7,0,0,7,cafe_noise,fan,night_before,1,veg,group_study,0,medium,committed,0,0,1,0,14,management,sports,Tamil
1210,male,1,MNC,1,7,0,6,7,3,5,6,light_music,cooler,exam_crammer,1,veg,last_minute,3,medium,committed,0,0,0,0,10,ai_ml,sports,English
1211,male,1,ME,3,7,0,7,10,0,2,8,light_music,fan,regular,3,veg,last_minute,9,high,single,0,0,1,0,20,management,cultural,Hindi
1212,male,4,AI,1,8,0,3,9,0,0,2,light_music,cooler,exam_crammer,3,non_veg,early_planner,4,low,committed,0,0,0,1,14,robotics,none,Telugu
1213,male,2,ME,0,7,1,8,7,1,3,9,cafe_noise,cooler,exam_crammer,1,non_veg,last_minute,8,medium,single,0,0,0,1,9,software,cultural,Dont Care
1214,male,2,Civil,3,8,1,0,8,9,10,3,light_music,fan,regular,7,non_veg,early_planner,6,low,committed,0,0,1,0,19,civil,cultural,Tamil
1215,male,2,CSE,1,10,1,1,8,7,5,6,cafe_noise,cooler,exam_crammer,1,veg,group_study,7,high,single,0,0,1,0,15,management,cultural,Telugu
1216,male,1,EEE,23,9,1,1,4,1,1,5,silence,fan,regular,8,non_veg,last_minute,10,high,committed,0,0,0,0,15,civil,both,Hindi
1217,female,2,AI,0,5,1,10,7,10,10,1,light_music,fan,exam_crammer,0,non_veg,group_study,8,medium,single,0,1,1,1,11,civil,none,Hindi
1218,male,2,Civil,1,9,1,0,10,1,0,1,light_music,fan,regular,9,non_veg,group_study,6,medium,single,0,0,1,0,18,ai_ml,both,Hindi
1219,female,1,MNC,0,5,1,10,8,10,10,9,cafe_noise,fan,night_before,2,non_veg,last_minute,4,high,committed,0,1,0,0,10,robotics,cultural,Dont Care
1220,male,3,MNC,3,7,0,6,7,10,9,6,light_music,cooler,exam_crammer,4,non_veg,early_planner,4,high,committed,0,0,1,0,19,mechanical,sports,Multilingual
1221,male,1,ME,22,7,1,7,0,9,10,8,light_music,cooler,regular,2,veg,group_study,9,medium,committed,0,0,0,0,8,civil,cultural,Telugu
1222,male,2,CSE,0,8,1,0,9,9,9,10,cafe_noise,fan,exam_crammer,5,non_veg,group_study,10,medium,committed,0,0,0,0,11,robotics,none,Multilingual
1223,female,1,AI,1,8,1,0,10,7,9,8,cafe_noise,fan,exam_crammer,1,non_veg,last_minute,5,low,single,0,0,0,1,9,electronics,sports,Hindi
1224,female,3,Others,3,8,1,3,6,5,3,6,cafe_noise,cooler,exam_crammer,0,non_veg,last_minute,4,low,single,0,0,1,0,21,ai_ml,none,Tamil
1225,female,1,Civil,3,9,1,2,8,10,10,10,silence,cooler,regular,4,veg,last_minute,10,high,committed,0,0,1,0,19,mechanical,cultural,Hindi
1226,female,2,Civil,1,10,0,3,7,3,2,7,cafe_noise,fan,night_before,2,veg,last_minute,8,high,committed,0,0,0,1,8,civil,none,Multilingual
1227,male,3,ME,0,5,1,6,10,2,0,9,light_music,cooler,night_before,7,non_veg,last_minute,2,medium,single,0,1,0,1,17,management,both,Hindi
1228,female,4,MNC,22,7,1,9,2,0,1,2,silence,cooler,night_before,7,veg,last_minute,2,low,committed,0,0,0,0,17,civil,sports,Hindi
1229,male,2,ME,23,10,1,5,1,10,9,0,cafe_noise,cooler,regular,5,veg,early_planner,6,low,single,0,0,0,0,11,ai_ml,none,Multilingual
1230,male,3,EEE,2,10,1,0,10,2,4,6,silence,cooler,night_before,2,non_veg,group_study,6,high,committed,1,0,1,0,18,ai_ml,sports,Multilingual
1231,female,3,AI,4,9,1,0,9,8,7,7,silence,fan,regular,6,veg,early_planner,5,medium,committed,0,0,1,0,19,software,sports,Tamil
1232,female,4,CSE,23,8,1,1,9,4,5,1,light_music,cooler,exam_crammer,4,non_veg,early_planner,2,low,single,0,0,0,0,17,civil,cultural,Multilingual
1233,female,1,Metallurgy,2,10,1,5,9,5,4,8,silence,fan,exam_crammer,1,non_veg,last_minute,6,low,single,0,0,1,0,14,robotics,cultural,Tamil
1234,female,1,ECE,22,6,0,9,1,4,2,3,cafe_noise,fan,night_before,3,non_veg,group_study,4,medium,committed,0,1,0,0,9,ai_ml,sports,English
1235,female,2,ECE,2,5,1,8,9,0,0,9,silence,fan,regular,8,veg,early_planner,6,high,single,0,1,1,1,18,ai_ml,none,English
1236,female,4,ME,2,7,1,8,9,9,9,10,silence,cooler,exam_crammer,5,non_veg,last_minute,1,medium,committed,0,0,1,0,17,electronics,sports,Multilingual
1237,female,1,EEE,22,7,0,6,5,0,1,8,light_music,cooler,regular,7,non_veg,last_minute,5,medium,single,0,0,0,0,15,electronics,cultural,Hindi
1238,female,4,AI,22,5,1,9,2,3,2,2,light_music,fan,regular,4,veg,group_study,7,medium,committed,0,1,0,0,10,electronics,none,Telugu
1239,male,1,Others,0,10,0,1,10,2,3,7,cafe_noise,cooler,exam_crammer,5,non_veg,early_planner,0,low,committed,0,0,1,1,17,ai_ml,sports,Hindi
1240,female,3,ECE,4,7,1,6,8,10,8,10,light_music,fan,regular,7,veg,early_planner,3,low,committed,1,0,0,1,13,mechanical,cultural,Multilingual
1241,female,1,AI,3,9,1,4,6,7,7,1,cafe_noise,fan,exam_crammer,0,veg,early_planner,10,high,single,0,0,0,1,16,robotics,sports,Tamil
1242,male,4,CSE,2,7,1,7,7,6,8,2,cafe_noise,cooler,exam_crammer,1,non_veg,last_minute,0,medium,single,0,0,0,1,15,ai_ml,sports,Hindi
1243,female,3,EEE,0,8,1,4,8,10,9,0,light_music,cooler,exam_crammer,4,veg,group_study,0,medium,single,0,0,0,1,12,management,sports,English
1244,male,3,MNC,1,8,1,0,8,6,4,4,silence,cooler,regular,7,non_veg,group_study,9,high,single,0,0,0,0,13,management,none,Dont Care
1245,male,3,AI,1,9,1,2,10,7,8,3,light_music,fan,exam_crammer,5,veg,early_planner,10,high,committed,1,0,1,0,15,software,cultural,Multilingual
1246,female,4,CSE,1,7,1,6,7,9,10,0,silence,fan,regular,5,veg,last_minute,7,medium,single,0,0,1,0,19,management,cultural,Hindi
1247,male,2,Others,1,7,1,6,10,6,4,9,silence,cooler,exam_crammer,0,veg,early_planner,6,high,single,0,0,0,1,13,civil,both,Dont Care
1248,male,2,Metallurgy,2,9,0,0,10,9,8,8,cafe_noise,fan,exam_crammer,3,veg,group_study,9,high,single,0,0,1,1,21,mechanical,sports,Hindi
1249,male,2,MNC,1,10,0,3,8,1,3,5,cafe_noise,fan,night_before,0,non_veg,last_minute,0,medium,committed,0,0,0,0,9,mechanical,sports,Tamil
1250,male,4,Metallurgy,4,7,1,10,9,3,2,5,light_music,fan,night_before,4,non_veg,early_planner,10,medium,single,0,0,1,0,14,robotics,both,Tamil
1251,female,3,Others,2,7,0,10,6,10,10,10,silence,cooler,night_before,4,veg,early_planner,1,low,single,0,0,1,0,12,mechanical,sports,Tamil
1252,male,2,CSE,3,9,0,2,6,5,4,1,light_music,cooler,regular,2,non_veg,last_minute,3,low,committed,0,0,0,1,8,robotics,none,Dont Care
1253,female,4,ECE,0,8,1,1,6,2,2,6,cafe_noise,cooler,regular,5,non_veg,group_study,0,medium,committed,0,0,1,0,12,management,both,Telugu
1254,male,2,Metallurgy,1,5,1,6,9,2,3,8,silence,fan,exam_crammer,2,non_veg,last_minute,2,low,committed,0,1,0,0,14,mechanical,cultural,Dont Care
1255,male,1,MNC,23,5,0,8,7,5,5,5,light_music,cooler,exam_crammer,5,non_veg,early_planner,7,low,committed,0,1,0,0,11,civil,sports,Multilingual
1256,male,2,ME,3,7,1,7,10,0,2,10,light_music,fan,exam_crammer,4,non_veg,early_planner,7,medium,committed,0,0,1,0,17,robotics,cultural,Multilingual
1257,male,2,Civil,2,8,1,2,10,0,0,7,cafe_noise,fan,exam_crammer,1,non_veg,early_planner,7,medium,committed,0,0,0,1,11,electronics,sports,English
1258,female,3,AI,0,7,1,10,7,4,4,4,cafe_noise,fan,regular,2,non_veg,early_planner,5,medium,committed,1,0,0,0,16,electronics,both,English
1259,female,4,ECE,2,7,1,10,7,0,0,1,cafe_noise,cooler,exam_crammer,7,veg,group_study,5,high,single,0,0,0,1,17,mechanical,cultural,Multilingual
1260,male,3,Metallurgy,0,7,0,10,7,9,9,3,cafe_noise,fan,exam_crammer,3,non_veg,group_study,4,medium,committed,0,1,1,0,13,mechanical,sports,Hindi
1261,male,3,AI,22,10,1,0,5,7,8,0,light_music,cooler,night_before,2,veg,early_planner,8,high,committed,0,0,0,0,16,management,none,Multilingual
1262,female,3,ME,0,7,0,6,9,1,1,0,cafe_noise,fan,exam_crammer,1,veg,group_study,3,medium,committed,0,0,0,0,13,robotics,both,Telugu
1263,male,3,Others,3,10,0,1,7,5,7,5,cafe_noise,cooler,exam_crammer,3,veg,group_study,9,medium,committed,0,0,1,1,13,management,sports,English
1264,male,3,Civil,4,8,1,2,8,9,9,1,light_music,cooler,exam_crammer,1,non_veg,group_study,6,high,committed,0,0,1,0,17,robotics,sports,English
1265,male,2,CSE,22,7,1,6,2,9,10,5,light_music,cooler,regular,5,non_veg,early_planner,0,medium,single,0,0,0,0,17,civil,sports,Dont Care
1266,female,3,ME,1,7,1,10,9,4,3,0,silence,cooler,night_before,2,veg,last_minute,8,medium,single,0,0,0,0,15,ai_ml,both,English
1267,female,3,ME,4,9,1,5,6,9,10,10,light_music,cooler,exam_crammer,2,veg,last_minute,6,high,single,0,0,0,1,8,electronics,sports,Multilingual
1268,female,4,Others,0,5,1,6,10,3,1,9,silence,cooler,exam_crammer,2,non_veg,last_minute,9,medium,single,0,1,0,0,15,ai_ml,sports,English
1269,male,1,EEE,0,7,0,10,6,0,0,2,cafe_noise,cooler,night_before,5,non_veg,early_planner,8,medium,single,0,1,0,1,17,ai_ml,cultural,English
1270,male,2,Others,1,10,1,4,7,2,1,8,silence,cooler,exam_crammer,5,non_veg,group_study,6,high,single,0,0,1,0,19,software,cultural,Dont Care
1271,female,2,EEE,4,10,1,4,10,3,1,1,silence,fan,regular,4,veg,group_study,1,medium,single,0,0,1,0,15,robotics,both,Multilingual
1272,female,2,EEE,0,8,1,3,8,1,1,7,cafe_noise,fan,exam_crammer,2,veg,early_planner,5,high,committed,0,0,0,0,16,software,both,Hindi
1273,female,3,ECE,23,9,0,0,1,1,1,5,cafe_noise,fan,regular,4,non_veg,early_planner,9,medium,committed,0,0,0,0,17,software,none,English
1274,female,3,ECE,4,7,1,6,10,1,1,5,cafe_noise,fan,regular,7,non_veg,last_minute,10,medium,committed,0,0,1,0,14,ai_ml,sports,English
1275,male,3,MNC,0,9,0,3,8,10,10,6,silence,fan,exam_crammer,0,veg,last_minute,3,medium,committed,0,0,0,0,8,software,cultural,English
1276,female,4,Metallurgy,2,7,1,7,8,0,0,4,light_music,cooler,night_before,5,non_veg,early_planner,2,low,committed,0,0,1,0,13,civil,cultural,Telugu
1277,male,1,Metallurgy,2,7,1,9,8,9,10,10,light_music,cooler,regular,2,non_veg,last_minute,1,medium,committed,0,0,0,1,8,robotics,sports,Multilingual
1278,female,3,CSE,23,7,1,7,0,1,0,3,light_music,cooler,night_before,5,veg,group_study,5,high,single,0,0,0,0,14,ai_ml,sports,English
1279,male,1,Metallurgy,3,9,1,2,6,5,4,5,cafe_noise,cooler,exam_crammer,2,veg,early_planner,7,medium,committed,0,0,1,1,11,robotics,both,Telugu
1280,female,4,ECE,0,9,1,0,9,2,2,7,cafe_noise,cooler,regular,7,veg,early_planner,5,high,committed,0,0,0,0,14,civil,none,Hindi
1281,female,2,MNC,0,9,1,4,8,9,7,3,light_music,fan,exam_crammer,5,veg,group_study,8,high,committed,0,0,1,0,12,mechanical,none,Hindi
1282,female,3,MNC,23,5,1,9,3,4,6,4,cafe_noise,fan,night_before,5,non_veg,group_study,4,high,single,1,1,0,0,14,software,both,Dont Care
1283,female,1,EEE,22,7,1,10,6,0,0,6,silence,cooler,exam_crammer,3,veg,group_study,1,medium,single,0,0,0,0,9,ai_ml,both,Dont Care
1284,male,1,Others,2,9,1,3,9,7,6,5,silence,fan,exam_crammer,5,non_veg,last_minute,7,low,single,0,0,1,0,21,electronics,cultural,Dont Care
1285,female,3,CSE,0,6,0,8,9,3,4,3,cafe_noise,fan,regular,4,non_veg,early_planner,8,high,committed,0,1,0,0,10,robotics,both,Telugu
1286,male,2,EEE,0,5,1,9,10,8,7,3,light_music,cooler,exam_crammer,5,non_veg,last_minute,9,high,committed,0,1,1,0,21,management,none,Hindi
1287,male,2,Others,23,10,1,4,7,3,2,9,light_music,cooler,exam_crammer,2,veg,group_study,3,medium,committed,0,0,0,0,10,civil,cultural,Dont Care
1288,male,2,Metallurgy,2,6,0,10,7,1,3,3,silence,fan,exam_crammer,2,veg,last_minute,5,medium,single,0,1,0,1,10,software,none,Tamil
1289,male,4,EEE,4,9,0,1,10,2,4,0,cafe_noise,fan,regular,8,non_veg,group_study,10,high,single,0,0,1,1,22,robotics,sports,Dont Care
1290,female,1,AI,1,7,0,10,8,4,2,4,light_music,cooler,night_before,0,non_veg,last_minute,9,high,committed,0,0,0,0,9,civil,none,Hindi
1291,male,1,Metallurgy,23,10,1,2,5,9,9,7,light_music,fan,night_before,1,veg,last_minute,7,high,single,0,0,0,0,15,robotics,cultural,Tamil
1292,male,1,Others,22,9,0,3,8,5,7,6,cafe_noise,cooler,exam_crammer,2,non_veg,group_study,8,high,committed,0,0,0,0,10,mechanical,none,Telugu
1293,male,4,CSE,1,9,1,0,9,6,4,4,cafe_noise,fan,regular,5,non_veg,last_minute,4,high,single,0,0,0,0,17,management,cultural,Tamil
1294,female,1,Others,23,10,1,5,7,3,2,2,light_music,fan,exam_crammer,2,non_veg,early_planner,5,high,single,0,0,0,0,13,civil,cultural,Hindi
1295,female,4,EEE,4,8,0,2,10,6,4,10,cafe_noise,cooler,night_before,0,non_veg,last_minute,10,medium,single,0,0,1,0,14,robotics,both,English
1296,female,2,EEE,2,10,1,5,9,9,7,0,cafe_noise,fan,regular,7,non_veg,last_minute,3,medium,committed,0,0,1,0,22,management,none,Tamil
1297,female,3,ME,3,10,1,1,10,2,0,6,cafe_noise,cooler,night_before,4,non_veg,early_planner,4,high,single,0,0,1,0,20,mechanical,both,Hindi
1298,male,1,CSE,2,7,1,7,7,6,4,10,light_music,fan,night_before,2,non_veg,group_study,6,high,committed,0,0,1,0,19,mechanical,both,Dont Care
1299,male,1,Metallurgy,0,10,0,4,9,3,5,2,silence,fan,regular,4,non_veg,early_planner,8,medium,committed,0,0,1,1,11,mechanical,none,English
1300,female,2,MNC,1,7,1,9,7,7,7,3,cafe_noise,cooler,regular,6,veg,last_minute,9,high,committed,0,0,1,1,15,software,cultural,Telugu
1301,male,3,CSE,22,5,1,9,9,8,6,4,light_music,fan,exam_crammer,7,veg,group_study,10,high,single,0,1,0,0,17,civil,sports,Telugu
1302,male,4,MNC,0,6,1,6,9,6,7,7,silence,cooler,exam_crammer,0,non_veg,last_minute,5,medium,single,0,1,1,1,18,robotics,none,Multilingual
1303,male,3,CSE,1,8,1,5,10,7,6,6,light_music,cooler,night_before,1,non_veg,last_minute,5,high,single,1,0,1,1,18,robotics,both,Telugu
1304,female,2,CSE,22,8,0,5,4,7,6,8,light_music,fan,regular,3,veg,early_planner,7,medium,committed,0,0,0,0,12,management,both,Multilingual
1305,female,2,Others,23,10,1,4,3,1,0,10,light_music,cooler,regular,8,veg,early_planner,10,high,single,0,0,0,0,16,management,cultural,Telugu
1306,male,3,CSE,0,10,1,4,8,8,7,2,silence,cooler,exam_crammer,2,veg,group_study,3,medium,single,0,0,0,0,8,civil,both,Telugu
1307,female,4,ME,0,8,0,5,6,5,4,10,light_music,cooler,night_before,5,non_veg,group_study,2,medium,committed,1,0,0,1,13,mechanical,sports,Telugu
1308,female,4,EEE,2,7,1,10,6,10,8,9,silence,fan,night_before,5,veg,group_study,6,high,committed,1,0,1,1,16,robotics,both,Multilingual
1309,female,1,Civil,23,7,1,10,6,3,3,0,cafe_noise,cooler,exam_crammer,3,veg,last_minute,4,low,committed,0,0,0,0,9,robotics,cultural,Dont Care
1310,female,4,MNC,23,9,0,1,2,4,5,0,silence,cooler,regular,5,non_veg,early_planner,1,low,single,0,0,0,0,11,mechanical,none,Multilingual
1311,female,3,EEE,2,7,1,8,10,9,10,9,light_music,fan,exam_crammer,4,veg,early_planner,1,low,single,0,1,1,0,17,electronics,cultural,Tamil
1312,male,2,Civil,22,8,1,1,10,4,5,0,silence,cooler,exam_crammer,0,non_veg,early_planner,10,high,committed,0,0,0,0,11,electronics,both,Hindi
1313,female,1,MNC,23,7,1,9,9,6,8,1,light_music,cooler,exam_crammer,4,veg,group_study,5,medium,single,1,0,0,0,17,mechanical,cultural,Hindi
1314,male,1,MNC,3,6,0,10,8,8,10,1,cafe_noise,cooler,exam_crammer,0,veg,early_planner,7,medium,committed,1,1,0,1,16,management,both,Dont Care
1315,male,2,Civil,4,7,0,8,10,6,7,6,silence,fan,regular,3,veg,early_planner,0,low,single,0,0,1,0,14,software,cultural,Hindi
1316,female,4,CSE,2,10,0,0,10,8,6,8,cafe_noise,fan,exam_crammer,0,veg,early_planner,10,medium,committed,1,0,1,1,20,management,none,Telugu
1317,male,2,Metallurgy,3,9,0,2,7,3,2,7,silence,fan,regular,9,veg,group_study,5,high,single,0,0,0,1,17,management,both,Dont Care
1318,male,4,AI,3,9,0,3,6,9,7,3,light_music,fan,exam_crammer,2,non_veg,early_planner,1,low,committed,0,0,1,1,13,robotics,sports,Hindi
1319,male,2,EEE,23,9,0,0,5,9,8,1,silence,fan,night_before,2,non_veg,group_study,1,medium,committed,0,0,0,0,16,management,sports,Multilingual
1320,female,3,Others,3,10,1,4,6,3,3,2,cafe_noise,fan,regular,8,veg,early_planner,6,low,committed,0,0,1,0,14,robotics,sports,Tamil
1321,female,4,EEE,0,7,1,9,7,5,7,9,silence,cooler,night_before,1,non_veg,early_planner,9,medium,single,0,0,1,0,18,electronics,sports,English
1322,male,3,Others,4,9,1,3,10,7,8,4,cafe_noise,fan,exam_crammer,4,veg,early_planner,0,medium,single,0,0,1,0,10,management,both,Tamil
1323,female,1,Civil,1,10,1,2,7,8,8,8,cafe_noise,fan,exam_crammer,5,veg,group_study,5,high,single,0,0,0,0,17,mechanical,both,Hindi
1324,female,2,Others,2,7,1,6,7,0,0,7,light_music,fan,exam_crammer,5,veg,group_study,6,high,committed,0,0,1,0,19,civil,none,Dont Care
1325,female,1,MNC,2,8,1,0,9,0,0,2,silence,fan,regular,4,veg,early_planner,7,medium,committed,0,0,1,0,15,civil,cultural,Hindi
1326,female,1,Metallurgy,22,7,1,9,4,7,8,8,cafe_noise,cooler,night_before,0,veg,last_minute,6,medium,committed,0,1,0,0,13,management,both,Multilingual
1327,male,1,Metallurgy,1,9,1,4,6,10,10,9,light_music,cooler,regular,6,non_veg,group_study,5,high,committed,0,0,1,0,21,software,sports,Tamil
1328,male,1,MNC,0,9,0,1,8,6,6,2,light_music,fan,regular,4,non_veg,group_study,8,high,committed,0,0,0,0,15,management,both,Multilingual
1329,female,2,ME,0,9,0,1,7,8,10,9,light_music,cooler,exam_crammer,0,non_veg,early_planner,2,low,committed,0,0,1,1,13,mechanical,sports,Multilingual
1330,female,1,Civil,4,8,0,3,8,10,9,7,cafe_noise,fan,night_before,1,non_veg,last_minute,10,high,committed,0,0,0,1,11,electronics,none,English
1331,male,2,ME,2,7,0,9,8,2,4,0,silence,cooler,exam_crammer,2,veg,early_planner,5,medium,committed,0,0,1,0,11,electronics,cultural,Multilingual
1332,male,2,ME,22,7,1,9,3,9,7,3,cafe_noise,fan,regular,5,non_veg,group_study,3,medium,committed,0,0,0,0,12,management,both,Multilingual
1333,female,3,EEE,23,6,1,10,9,4,4,3,light_music,fan,exam_crammer,5,veg,group_study,1,high,single,0,1,0,0,16,robotics,cultural,English
1334,male,4,EEE,0,7,1,10,6,2,2,5,cafe_noise,fan,night_before,4,veg,early_planner,0,medium,committed,1,1,0,0,11,ai_ml,sports,Telugu
1335,female,4,AI,23,8,1,5,6,4,2,1,cafe_noise,fan,exam_crammer,1,non_veg,early_planner,0,medium,single,0,0,0,0,14,software,sports,Telugu
1336,female,2,Others,0,8,1,4,8,9,10,6,light_music,cooler,night_before,2,non_veg,last_minute,10,medium,committed,0,0,0,1,15,software,cultural,Dont Care
1337,male,3,MNC,0,8,1,4,8,0,0,4,silence,fan,night_before,2,veg,last_minute,9,high,single,0,0,0,0,9,ai_ml,none,English
1338,male,2,EEE,1,8,1,1,8,10,10,9,light_music,cooler,exam_crammer,5,veg,group_study,2,medium,committed,0,0,0,0,17,civil,cultural,Dont Care
1339,female,2,Civil,0,10,1,0,10,3,1,5,light_music,cooler,regular,3,veg,last_minute,3,low,single,0,0,0,0,9,civil,cultural,Dont Care
1340,female,2,Others,23,7,0,9,7,5,7,10,cafe_noise,cooler,exam_crammer,4,non_veg,last_minute,1,low,committed,0,0,0,0,15,civil,both,Multilingual
1341,male,3,AI,2,7,1,7,8,1,0,5,light_music,fan,regular,8,veg,group_study,10,medium,committed,0,0,1,0,16,electronics,both,Dont Care
1342,female,4,AI,23,10,1,0,4,6,5,10,cafe_noise,cooler,regular,9,veg,group_study,10,high,committed,1,0,0,0,17,mechanical,sports,Hindi
1343,male,3,Civil,2,9,1,1,8,7,5,5,light_music,cooler,exam_crammer,0,veg,group_study,10,medium,single,1,0,1,0,19,software,both,Tamil
1344,female,1,ME,1,5,1,9,10,0,0,9,light_music,cooler,regular,2,veg,group_study,0,medium,committed,0,1,1,0,18,ai_ml,none,Hindi
1345,male,3,Metallurgy,3,8,1,1,7,3,5,7,silence,fan,regular,7,non_veg,early_planner,3,medium,single,0,0,1,0,17,robotics,none,Hindi
1346,male,3,Civil,1,9,1,1,6,10,10,9,light_music,cooler,exam_crammer,0,non_veg,group_study,6,medium,single,1,0,0,0,12,management,none,Multilingual
1347,male,3,ECE,2,10,1,2,6,3,4,3,silence,fan,exam_crammer,1,veg,group_study,9,medium,single,0,0,1,0,12,robotics,sports,Tamil
